Date,Year,Type,Country,Source
04-Mar,1929,Unprovoked,australia,"barrier miner, 3/5/1929"
04-Mar,1929,Unprovoked,australia,"barrier miner, 3/5/1929"
18-Feb,1929,Unprovoked,australia,"v.m. coppleson.n12. (1933); v.m. coppleson (1958), pp.64 & 231; a. sharpe, pp.63-64"
09-Feb,1929,Watercraft,australia,"the mail, 2/9/1929; g.p. whitley;  saf case #505"
08-Feb,1929,Unprovoked,australia,"v. m. coppleson.n11. (1933); j. green, p.32; a. sharpe, p.62"
27-Jan,1929,Unprovoked,australia,"v.m. coppleson.q.6. (1933); v.m. coppleson (1958), pp. 90 & 237; g.a. llano, pp.169-170"
14-Jan,1929,Unprovoked,new zealand,"argus, 1/15/1929"
12-Jan,1929,Unprovoked,australia,"v.m. coppleson.n9. (1933); v.m. coppleson (1958), pp.64 & 231 ; a. sharpe, p.59-62"
06-Jan,1929,Watercraft,turkey,"c. moore, gsaf"
05-Jan,1929,Unprovoked,fiji,"v.m. coppleson (1962), p.253, possibly gsaf 1925.00.00"
Unknown,1929,Invalid,australia,"j. lowell, cradle of the deep"
Unknown,1929,Provoked,australia,"barrier miner, 3/5/1929"
Unknown,1929,Provoked,usa,"news tribune, 6/28/1964"
Unknown,1929,Unprovoked,australia,"g.p. whitley, p.261"
Unknown,1929,Unprovoked,usa,"r. mcallister; d. baldridge, p.180"
21-Dec,1928,Unprovoked,australia,"v.m. coppleson (1958), p.242"
18-Nov,1928,Provoked,usa,ny herald tribune
Unknown,1928,Watercraft,india,"sun herald, 11/15/1938"
12-Nov,1928,Sea Disaster,usa,"havre daily news promoter, 11/20/1928; time magazine, 11/28/1928"
04-Nov,1928,Unprovoked,panama,"j.w. phalen is original source.  note: v.m. coppleson (1958), p.263, records the date as 11/4/1929, as does l. schultz & m. malin, p.535"
Unknown,1928,Unprovoked,usa,"galveston daily news, 12/7/1929"
Unknown,1928,Invalid,usa,"decatur evening herald, 8/24/1928"
11-Jul,1928,Unprovoked,australia,"v.m. coppleson (1958), p.242"
Unknown,1928,Provoked,italy,a. de maddalena; gianturco (1978)
Unknown,1928,Unprovoked,usa,"ludington daily news, 6/24/1928"
27-May,1928,Invalid,india,"h.d. baldridge (1994) saf case #1595, questioned authenticity of this incident"
Unknown,1928,Unprovoked,australia,"the western champion, 4/14/1928"
14-Apr,1928,Unprovoked,australia,"v. m. coppleson.n8. (1933); v.m. coppleson (1958), pp.64 &231; a. sharpe, p.59"
09-Apr,1928,Unprovoked,jamaica,"kingston gleaner, 4/11/1928"
06-Apr,1928,Unprovoked,australia,"brisbane courier, 5/8/1928"
04-Apr,1928,Unprovoked,australia,"v.m. coppleson.n18. (1933); v.m. coppleson (1958), pp.76 & 231; a. sharpe, pp.83-84; g.a. llano, pp.166-167"
Unknown,1928,Unprovoked,australia,"townsville daily bulletin, 3/28/1928"
20-Feb,1928,Unprovoked,australia,"townsville daily bulletin, 2/28/1928"
Unknown,1928,Unprovoked,costa rica,"gleaner (jamaica), 3/7/1928"
Unknown,1928,Unprovoked,costa rica,"gleaner (jamaica), 3/7/1928"
27-Jan,1928,Unprovoked,australia,"portland guardian, 12/10/1934"
21-Jan,1928,Invalid,usa,h.d. baldridge (1994) saf case #838
Unknown,1928,Invalid,usa,"ny times, 1/22/1928; v.m. coppleson (1962), p.257"
02-Jan,1928,Unprovoked,south africa,"m. levine, gsaf; natal mercury, 1/4/1928"
Unknown,1928,Unprovoked,south africa,"p.d. lynch, m. levine, gsaf"
Unknown,1928,Unprovoked,south africa,"t. o. niven, m. levine, gsaf"
28-Dec,1927,Unprovoked,south africa,m. levine & c. fourie
03-Nov,1927,Sea Disaster,australia,"oakland tribune, 8/16/1930"
25-Oct,1927,Sea Disaster,brazil,"l. schultz & m. malin, p.557; saf case #833"
12-Oct,1927,Unprovoked,australia,"advertiser, 10/14/1927; v.m. coppleson (1933); g.p. whitley"
Unknown,1927,Unprovoked,fiji,"the methodist, 3/13/1937"
03-Jul,1927,Watercraft,australia,"g.p. whitley; v.m. coppleson (1933); note: v.m. coppleson (1958), p.185, also describes the same incident, listing a date of july 1937"
29-May,1927,Sea Disaster,philippines,"the times (london), 6/2/1927"
Unknown,1927,Unprovoked,australia,"brisbane courier, 5/10/1927; v.m. coppleson (1958), p.242"
20-Apr,1927,Unprovoked,australia,"j. green, p.32; bartlett, p. 160; v.m. coppleson (1958), p.242"
08-Apr,1927,Unprovoked,australia,"j. green, p.32; v.m. coppleson (1958), p.241"
11-Mar,1927,Unprovoked,australia,"v.m. coppleson.n17. (1933); v.m. coppleson (1958), p.76 & 231; g.a. llano, p.165"
14-Feb,1927,Provoked,nicaragua,"g.a. llano, p.178"
09-Feb,1927,Unprovoked,australia,"northern territory times & gazette, 2/11/1927"
Unknown,1927,Provoked,new zealand,"r.d. weeks, gsaf; v.m. coppleson (1958), p.263; saf #328"
20-Jan,1927,Unprovoked,south africa,"m. levine, gsaf"
Unknown,1927,Unprovoked,usa,"the afro-american, 1/8/1927"
03-Jan,1927,Unprovoked,australia,"v.m. coppleson.n.21.(1933); v.m. coppleson (1958), p.230; nytimes, 1/5/1927"
Unknown,1927,Unprovoked,australia,"w.e., pp. 192-193"
Unknown,1927,Unprovoked,australia,"v.m. coppleson (1958), p.241"
Unknown,1926,Unprovoked,australia,"brisbane courier, 12/3/1926"
17-Nov,1926,Unprovoked,australia,"j. green, p.32; v.m. coppleson (1958), p.241"
Unknown,1926,Unprovoked,papua new guinea,"cairns post, 10/29/1926"
23-Oct,1926,Unprovoked,australia,"barrier miner, 10/25/1926"
23-Oct,1926,Sea Disaster,bermuda,"new york herald tribune, 10/29/1926"
Unknown,1926,Unprovoked,papua new guinea,"barrier miner, 9/6/1926"
24-Aug,1926,Unprovoked,usa,"washington post 8/25/1926; l. schultz & m. malin, p.531"
23-Jul,1926,Unprovoked,italy,"ny herald tribune, 7/25/1926; a. de maddalena; anon. (1926a), anon. (1926b); c. moore, gsaf"
12-Jul,1926,Watercraft,usa,"evening sun, undated clipping"
08-Jul,1926,Unprovoked,usa,"d. miller & r. collier, r. collier, p. __; v.m. coppleson (1958), pp. 156 & 252; [saf case #215]"
03-Jul,1926,Invalid,spain,"c. moore, gsaf"
18-May,1926,Unprovoked,usa,"g.h. balazs & a.k.h. kam; j. borg, p.70; l. taylor (1993), pp.96-97"
22-Apr,1926,Unprovoked,unknown,"new york times, 4/28/1926"
07-Apr,1926,Unprovoked,usa,"new york tribune, 8/9/1953;  v.m. coppleson (1958), p.260;  g.h. balazs & a.k.h. kam; j. borg, p.70"
17-Mar,1926,Unprovoked,australia,"v.m. coppleson.s1.(1933); v.m. coppleson (1958), pp.107 & 240; a. sharpe, pp.119-120"
26-Jan,1926,Unprovoked,south africa,"m. levine, gsaf"
Unknown,1926,Unprovoked,australia,"v.m. coppleson (1958), p.110"
Unknown,1926,Unprovoked,monaco,excerpt from news article dated 10/23/1926
Unknown,1926,Provoked,new zealand,"v.m. coppleson (1958), pp.176-177"
Unknown,1926,Unprovoked,singapore,"v.m. coppleson (1958), pp.148 & 265 (note: ""a few days earlier, a chinese fisherman had been bitten a few hundred yards from this spot."")"
Unknown,1926,Unprovoked,south africa,"m. joss;  m. levine, gsaf"
22-Nov,1925,Unprovoked,australia,"v.m. coppleson.w2, (1933); v.m. coppleson (1958), pp.111 & 241; west australia, 1/5/1967;  a. sharpe, pp.129-130; h. edwards, pp.131-133"
Unknown,1925,Unprovoked,usa,"v.m. coppleson (1958), pp.48 & 265"
Unknown,1925,Unprovoked,usa,"v.m. coppleson (1958), pp.48 & 265"
04-Sep,1925,Provoked,spain,c. moore. gsaf
03-Sep,1925,Unprovoked,england,c. moore. gsaf
02-Aug,1925,Unprovoked,usa,e. m. burton
15-Jun,1925,Invalid,australia,"geraldton guardian, 6/18/1925"
Unknown,1925,Unprovoked,usa,"v.m. coppleson (1958), pp.48 & 265"
07-Mar,1925,Unprovoked,australia,"v.m. coppleson.n7.(1933); v.m. coppleson (1958), pp.63 & 230; a. sharpe, pp.58-59;  g.a. llano, pp.160-164"
12-Mar,1925,Unprovoked,australia,"v.m. coppleson.n16.(1933) v.m. coppleson (1958), pp.76 & 230"
10-Mar,1925,Unprovoked,papua new guinea,"the queenslander, 4/4/1925"
Unknown,1925,Unprovoked,usa,"evening independent, 1/27/1925"
08-Jan,1925,Unprovoked,canada,"abcs; manitoba free-press, 1/13/1925"
Unknown,1925,Unprovoked,fiji,"v.m. coppleson (1958), p.258"
25-Nov,1924,Unprovoked,mexico,"indianapolis star, 12/15/1924"
24-Nov,1924,Unprovoked,panama,gorgas hospital records
21-Nov,1924,Unprovoked,usa,"r. w. kramer; v.m. coppleson (1958), pp.48 & 264"
Unknown,1924,Provoked,french polynesia,f. o'brien in atolls of the sea
18-Oct,1924,Unprovoked,australia,"coppleson.v1. (1933); melbourne herald, 1/7/1925"
31-Jul,1924,Unprovoked,usa,"e. m. burton; e.w. gudger (1935); v.m. coppleson (1958), pp.152 & 252; j. randall, p.350 in sharks & survival"
14-Jul,1924,Provoked,england,"c. moore, gsaf; the times, 7/14/1924"
04-Jul,1924,Watercraft,usa,"the daily pilot, 3/6/2010, citing the times 7/5/1924)"
18-Jun,1924,Provoked,usa,"evening independent, 6/19/1924"
25-Apr,1924,Unprovoked,australia,"v.m. coppleson (1933); g.p. whitley, p.266"
22-Apr,1924,Unprovoked,panama,"ny times, 5/4/1924, p.14, col.3"
20-Apr,1924,Invalid,australia,"v.m. coppleson (1933);  g.p. whitley (1951), p.185, both considered it a ""doubtful attack"""
Unknown,1924,Unprovoked,solomon islands,"cairns post, 3/28/1924"
24-Mar,1924,Watercraft,spain,"c. moore, gsaf"
13-Feb,1924,Unprovoked,australia,"v.m. coppleson.n6. (1933); v.m. coppleson (1958), pp.63 & 230;  a. sharpe, pp.57-58"
08-Feb,1924,Invalid,australia,11-02-24
29-Jan,1924,Unprovoked,south africa,"m. levine, gsaf"
25-Jan,1924,Unprovoked,south africa,"eastern province herald, 1/28/1924, m. levine, gsaf"
09-Jan,1924,Unprovoked,australia,"v.m. coppleson.n.2. (1933); v.m. coppleson (1958), pp.69 & 230"
12-Dec,1923,Unprovoked,australia,"barrier miner, 12/12/1923"
02-Dec,1923,Unprovoked,australia,"sydney morning herald, 12/5/1923"
23-Nov,1923,Unprovoked,australia,"western mail, 11/29/1923; v.m. coppleson (1933); g.p. whitley (1940), p.260;  g.p. whitley (1951), p 185; a. sharpe, p.129"
02-Nov,1923,Invalid,australia,"v.m. coppleson, p.452; g.p. whitley"
20-Oct,1923,Invalid,australia,v.m. coppleson (1933);
17-Oct,1923,Watercraft,australia,v.m. coppleson (1933); saf case #494
16-Oct,1923,Unprovoked,australia,"v.m. coppleson (1958), p.241; j. green, p.32"
08-Aug,1923,Unprovoked,guyana,"gleaner (jamaica), 9/6/1923"
Unknown,1923,Unprovoked,australia,"brisbane courer, 7/2/1923"
16-Jun,1923,Watercraft,australia,"v.m. coppleson (1933); g. p. whitley; v.m. coppleson (1958), p.185"
06-Jun,1923,Watercraft,mexico,"ny herald tribune, undated clipping"
Unknown,1923,Unprovoked,australia,"the west australian, 5/23/1923"
22-May,1923,Unprovoked,australia,"northern miner, 5/27/1923"
18-Mar,1923,Unprovoked,australia,"northern miner, 3/19/1923"
Unknown,1923,Unprovoked,usa,"v.m. coppleson (1958), pp.48 & 265"
27-Jan,1923,Invalid,australia,"the register, 2/3/1923"
27-Jan,1923,Unprovoked,australia,"v.m. coppleson.w1.(1933) v.m. coppleson (1958), pp.111 & 241; a. sharpe, p.129"
14-Jan,1923,Invalid,cuba,"w.e., pp.152-156; l. schultz & m. malin, p.557"
Unknown,1923,Watercraft,usa,"ny herald tribune, 8/27/1931; l. schultz & m. malin, p.555"
Unknown,1923,Unprovoked,philippines,"pinchot in to the south seas, citing m. craig who reports 6 incidents in 1923-24 including this one"
Unknown,1923,Provoked,usa,"ref in new york herald tribune, 8/23/1960; v.m. coppleson (1962), p.155"
Unknown,1922,Provoked,usa,"ref in new york herald tribune, 8/23/1960; v.m. coppleson (1962), p.155"
14-Dec,1922,Unprovoked,usa,"l.a. times, 12/17/1922; v.m. coppleson (1958), pp.48 & 265"
05-Dec,1922,Unprovoked,australia,"coppleson.q4.(1933); v.m. coppleson (1958), pp.92 & 237"
29-Sep,1922,Unprovoked,barbados,"kingston gleaner, 10/17/1922"
29-Oct,1922,Invalid,australia,"r.d. weeks, gsaf"
28-Sep,1922,Unprovoked,usa,"honolulu advertiser, 8/19/1953; tribune herald (hilo), 4/14/1963; v.m. coppleson (1958), p.259; l. taylor (1993), pp.96-97"
Unknown,1922,Unprovoked,england,"western argus, 9/26/1922"
Unknown,1922,Watercraft,usa,"l. schultz & m. malin, p.554"
19-Jul,1922,Unprovoked,usa,"palm beach post, 7/19/1932"
17-Jun,1922,Unprovoked,usa,"v.m. coppleson, (1958) pp.155 & 252"
24-May,1922,Unprovoked,jamaica,"daily gleaner, 5/25/1922; h.e. lloyd, ny times, 6/22/1922"
06-May,1922,Unprovoked,south africa,"m. levine, gsaf; e.wilson"
26-Apr,1922,Unprovoked,australia,"argus, 4/29/1922"
20-Mar,1922,Unprovoked,jamaica,"daily gleaner, 3/21/1922, p.8"
13-Mar,1922,Unprovoked,jamaica,"daily gleaner, 3/21/1922, p.8; h. e. lloyd, n.y. times, 6/22/1922; f.a. mitchell-hedges (1928), pp.95-100"
02-Mar,1922,Unprovoked,australia,"v.m. coppleson.n5. (1933); v.m. coppleson (1958), pp.63 & 230;  a. sharpe, pp.56-57; g.a. llano, pp.160-161"
Unknown,1922,Invalid,australia,"cairns post, 2/33/1922"
04-Feb,1922,Unprovoked,australia,"v.m. coppleson.n.4. (1933); v.m. coppleson (1958), pp.62 & 230; a. sharpe, pp.53-55"
Unknown,1922,Unprovoked,iraq,"the queenslander, 1/28/1922"
15-Jan,1922,Unprovoked,australia,"v.m. coppleson.q5. (1933); v.m. coppleson (1958), pp. 90 & 229"
13-Jan,1922,Unprovoked,australia,"v.m. coppleson.n15. (1933); v.m. coppleson (1958), p.229"
04-Jan,1922,Unprovoked,australia,"the argus, 1/9/1922; v.m. coppleson (1933), n15"
11-Dec,1921,Unprovoked,australia,"the queenslander, 12/17/ 1921"
27-Nov,1921,Unprovoked,australia,"v.m. coppleson (1958), pp.92 & 237"
27-Nov,1921,Unprovoked,australia,"v.m. coppleson.q3. (1933); v.m. coppleson (1958), pp.92 & 237"
Unknown,1921,Unprovoked,fiji,"richmond river express, 12/2/1921"
12-Oct,1921,Unprovoked,australia,"brisbane courier, 10/15/1921"
04-Oct,1921,Unprovoked,australia,"cairns post, 10/17/1921"
Unknown,1921,Provoked,england,"argus, 10/8/1921"
Unknown,1921,Unprovoked,australia,"the register, 8/29/1921"
28-Aug,1921,Unprovoked,philippines,"new york times, 9/1/1921"
21-Jul,1921,Unprovoked,cuba,"chicago tribune, 7/22/1921"
Unknown,1921,Invalid,philippines,"reno evening gazette, 1/11/1921"
29-Nov,1920,Unprovoked,australia,"geraldton guardian, 12/4/1920"
22-Aug,1921,Unprovoked,haiti,"v.m. coppleson (1958), p.259; baker & rose, pp.881-3"
22-Nov,1920,Unprovoked,australia,"daily news, 11/24/1920"
04-Nov,1920,Sea Disaster,philippines,"oakland tribune, 11/11/1920"
14-Jul,1920,Invalid,usa,"v.m. coppleson (1958), p.151"
Unknown,1920,Unprovoked,australia,"brisbane courier, 7/6/1920"
29-Jun,1920,Unprovoked,usa,"e. clark, gsaf"
27-Jun,1920,Provoked,canada,h. piers (1933)
08-Mar,1920,Unprovoked,australia,"h. miller (1920); v.m. coppleson q.2.(1933); v.m. coppleson (1958), pp.43, 44, 237; a. sharpe, p.24"
Unknown,1920,Unprovoked,australia,"the argus, 1/24/1920"
03-Feb,1920,Unprovoked,south africa,"t. toft, m. levine, gsaf"
Unknown,1920,Unprovoked,australia,"the argus, 1/24/1920"
15-Jan,1920,Unprovoked,australia,"v.m. coppleson.n14. (1933); v.m. coppleson (1958), p.229"
Unknown,1920,Unprovoked,jamaica,"daily gleaner, 4/14/1969"
Unknown,1920,Unprovoked,new zealand,"v.m. coppleson (1958), p.262"
Unknown,1920,Unprovoked,south africa,j.l.b. smith
Unknown,1919,Unprovoked,australia,"brisbane courier, 12/30/1919"
07-Dec,1919,Unprovoked,australia,"sydney morning herald, 12/9/1919; v.m. coppleson.n.20.(1933"
18-Nov,1919,Unprovoked,australia,g.p. whitley; v.m. coppleson (1933)
12-Sep,1919,Unprovoked,costa rica,"pinchot, p.85-86"
10-Aug,1919,Unprovoked,usa,"miami metropolis, 8/14/1919"
29-May,1919,Unprovoked,usa,e. m. burton
06-Apr,1919,Unprovoked,usa,"gazette (pittsburgh), no date"
16-Mar,1919,Invalid,australia,"the mercury, 3/18/1919"
17-Jan,1919,Unprovoked,australia,"v.m. coppleson.n13. (1933); v.m. coppleson (1958), p.76 & 229"
15-Jan,1919,Unprovoked,new zealand,"marlborough express, 1/16/1919"
09-Jan,1919,Unprovoked,australia,"t. peake, gsaf; v.m. coppleson.n1.(1933); v.m. coppleson (1958), pp.70 & 229;  a. sharpe, p.71"
05-Jan,1919,Unprovoked,australia,"v.m. coppleson.q1.(1933); v.m. coppleson (1958), pp.90 & 237"
Unknown,1919,Watercraft,italy,"c. moore, gsaf"
Unknown,1919,Unprovoked,usa,"r. f. hutton; t. helm, p.219; v.m. coppleson (1962), p.249"
Unknown,1918,Unprovoked,usa,"ogden examiner, 12/15/1918"
Unknown,1918,Sea Disaster,san domingo,"v.m. coppleson (1958), p.194; v.m. coppleson (1962), p.210"
19-Sep,1918,Unprovoked,australia,"cairns post, 9/24/1918"
22-Mar,1918,Unprovoked,australia,"the advertiser, 3/25/1918"
Unknown,1918,Unprovoked,australia,"a. sharpe, p.109"
15-Dec,1917,Unprovoked,australia,"west australian, 12/17/1917"
Unknown,1917,Unprovoked,mozambique,c.j. mcguinness
21-Sep,1917,Unprovoked,usa,"v.m. coppleson (1958), p.251"
09-Sep,1917,Provoked,usa,"ogden standard, 9/11/1917"
Unknown,1917,Unprovoked,panama,"morwell advertiser & gazette, 1/18/1918"
Unknown,1917,Unprovoked,usa,m. mccauley
18-Jul,1917,Unprovoked,usa,"washington post, 7/20/1917"
15-Jul,1917,Sea Disaster,ireland,"western mail,  11/9/1917"
03-Jun,1917,Unprovoked,usa,"c. creswell, gsaf; v.m. coppleson (1958), pp.153, 154 & 251; ny times 6/4/1917, p.9"
31-May,1917,Unprovoked,philippines,"p.f. prioleau; w.e., p.195; v.m. coppleson (1958), p.264"
Unknown,1917,Unprovoked,kuwait,"denton journal, 5/5/1917"
Unknown,1917,Unprovoked,libya,f. warn (see bitter sea in bibliography)
30-Dec,1916,Unprovoked,australia,"morning bulletin, 1/1/1917"
08-Dec,1916,Unprovoked,australia,"g.p. whitley, ref. dr. cleland, 1924; v.m. coppleson (1962), p.79; a. sharpe, p.71"
08-Dec,1916,Unprovoked,australia,"a. sharpe, p.71"
15-Nov,1916,Provoked,panama,"hartford courant, 11/16/1916"
10-Nov,1916,Unprovoked,australia,"cairns post, 11/11/1916"
09-Nov,1916,Unprovoked,australia,"brisbane courier, 11/10/1916"
11-Oct,1916,Provoked,usa,"v.m. coppleson (1958), p.251; r.f. hutton; ny times, 10/12/1916, p.8"
Unknown,1916,Unprovoked,usa,"b. gartleman, gsaf"
26-Jul,1916,Unprovoked,usa,"c. creswell, gsaf"
13-Jul,1916,Invalid,usa,"new york times, 7/14/1916"
13-Jul,1916,Unprovoked,usa,"ny tribune, 7/14/1916"
12-Jul,1916,Unprovoked,usa,"r. fernicola, gsaf"
12-Jul,1916,Unprovoked,usa,"r. fernicola, gsaf"
12-Jul,1916,Unprovoked,usa,"r. fernicola, gsaf"
11-Jul,1916,Sea Disaster,bahamas,"ny times, 7/18/1916"
08-Jul,1916,Unprovoked,spain,c. moore. gsaf
07-Jul,1916,Unprovoked,philippines,"the sun, 12/16/1917"
06-Jul,1916,Unprovoked,usa,"r. fernicola, gsaf"
01-Jul,1916,Unprovoked,usa,"r. fernicola, gsaf"
30-Jun,1916,Unprovoked,usa,c. phinizy
Unknown,1916,Unprovoked,atlantic ocean,"washington post, 6/24/1916, p.6"
23-Jun,1916,Provoked,usa,"new york times, 6/29/1916"
Unknown,1916,Unprovoked,australia,"modesto evening news, 4/25/1916"
03-Apr,1916,Unprovoked,australia,"argus, 3/5/1917"
19-Mar,1916,Unprovoked,australia,"argus, 4/21/1916"
Unknown,1915,Unprovoked,australia,"big piney examiner, 12/9/1915"
10-Nov,1915,Unprovoked,australia,"argus, 11/11/1915"
08-Nov,1915,Unprovoked,australia,"sydney morning herald, 11/9/1915; v.m. coppleson (1962), p.245"
03-Aug,1915,Unprovoked,usa,unknown
Unknown,1915,Unprovoked,mexico,"oakland tribune, 7/6/1915"
Unknown,1915,Unprovoked,mexico,"oakland tribune, 7/6/1915"
Unknown,1915,Invalid,egypt,"c. moore, gsaf"
29-Mar,1915,Unprovoked,australia,"n. bartlett, pp.234"
06-Feb,1915,Unprovoked,australia,"brisbane courier, 2/8/1915"
13-Jan,1915,Invalid,new zealand,"the mercury, 1/14/1915"
01-Jan,1915,Unprovoked,australia,"g.p. whitley, citing argus (melbourne) 1/5/1915; v.m. coppleson (1958), p.70"
Unknown,1915,Invalid,usa,"fishing gazette 1915, vol. 32, no. 10, p.296"
Unknown,1914,Unprovoked,australia,"northern miner, 12/4/1914"
17-Oct,1914,Sea Disaster,samoa,"evening post, 12/2/1914"
Unknown,1914,Unprovoked,jamaica,"stevens point daily journal, 9/26/1914, p.2"
05-Sep,1914,Unprovoked,usa,"b. gartleman, gsaf"
Unknown,1914,Unprovoked,croatia,"c. moore, gsaf"
Unknown,1914,Provoked,usa,"lima daily news, 7/9/1914"
07-Jul,1914,Unprovoked,croatia,"c. moore, gsaf"
13-Jun,1914,Watercraft,montenegro,"c. moore, gsaf"
10-Jun,1914,Unprovoked,australia,"evening post, 6/11/1914"
31-May,1914,Sea Disaster,new caledonia,"the mercury, 6/23/1914"
14-May,1914,Provoked,usa,"evening independent, 5/14/1914, p.1"
Unknown,1914,Invalid,usa,"washington post, 3/14/1914, p.e9"
Unknown,1914,Sea Disaster,guyana,"c. moore, gsaf"
03-Mar,1914,Unprovoked,usa,c.h. townsend
Unknown,1914,Unprovoked,australia,"the advertiser, 2/10/1914"
Unknown,1914,Unprovoked,australia,"oakland tribune, 3/241914, p.22"
Unknown,1914,Unprovoked,australia,"the queenslandert , 1/17/1914"
Unknown,1914,Unprovoked,south africa,"l. green, south african beachcomber, p.97"
Unknown,1913,Provoked,usa,"new smyrna daily news, 1/2/1914, p.12"
Unknown,1913,Sea Disaster,cuba,"tampa bay times, 12/26/1913"
27-Nov,1913,Unprovoked,nigeria,"the times (london), 7/21/1914, p.7; lima daily news, 1/10/1914"
21-Nov,1913,Unprovoked,australia,"sydney morning herald, 11/24/1913"
21-Sep,1913,Unprovoked,usa,"v.m. coppleson (1958), p.251; t. helm, p.212"
03-Sep,1913,Provoked,croatia,"c.moore, gsaf"
Unknown,1913,Invalid,usa,"trenton evening times, 8/27/1913"
Unknown,1913,Invalid,usa,"washington post, 8/27/1913"
26-Aug,1913,Invalid,italy,"c. moore, gsaf"
12-Jul,1913,Unprovoked,usa,"c. creswell, gsaf"
Unknown,1913,Unprovoked,costa rica,"the potter enterprise, 7/10/1913"
21-May,1913,Provoked,usa,"evening independent, 5/22/1913"
02-May,1913,Provoked,australia,"northern star, 5/7/1913"
27-Mar,1913,Unprovoked,samoa,"coppleson (1962), p.247"
Unknown,1913,Unprovoked,australia,"n. bartlett, pp.232-233; v.m. coppleson (1958), p.7"
Unknown,1913,Unprovoked,reunion,h. cornu
Unknown,1913,Unprovoked,reunion,h. cornu
Unknown,1913,Unprovoked,australia,"v.m. coppleson (1958), p.110 [ note: coppleson had no concrete evidence about this incident; he heard only ""vague reports""."
Unknown,1912,Sea Disaster,philippines,"c.moore, gsaf"
30-Aug,1912,Unprovoked,usa,"atlanta constitution, 8/31/1912, p.5"
23-Jul,1912,Unprovoked,usa,"atlanta constitution, 7/25/1912"
Unknown,1912,Unprovoked,solomon islands,"sydney morning herald, 7/6/1912"
04-May,1912,Invalid,south africa,"m. levine, gsaf"
18-Mar,1912,Unprovoked,new zealand,"evening post, 3/20/1912"
22-Feb,1912,Provoked,australia,"western argus, 2/27/1912"
19-Feb,1912,Unprovoked,australia,"argus (melbourne) 2/20/1912, p.6; g.p. whitley, p.260"
03-Feb,1912,Unprovoked,new caledonia,"northern star, 3/16/1912"
26-Jan,1912,Unprovoked,australia,"argus (melbourne) 1/27, 28, 29, 30/1912; g.p. whitley, p.260; v.m. coppleson (1962), p.245;  a. sharpe, p.88"
Unknown,1912,Unprovoked,fiji,"clarence & richmond examiner, 1/13/1912"
06-Jan,1912,Unprovoked,australia,"v.m. coppleson (1933), page 450, citing j. burton cleland australasian medical gazette, september 14, 1912, page 270"
01-Jan,1912,Unprovoked,australia,
Unknown,1912,Unprovoked,spain,c. moore. gsaf
08-Nov,1911,Invalid,usa,"the sun, 7/13/1913; h.d. baldridge, p.170"
26-Oct,1911,Unprovoked,usa,"fresno bee, 10/31/1911"
25-Oct,1911,Unprovoked,australia,"cairns post, 11/2/1911"
23-Sep,1911,Unprovoked,usa,"the sun, 7/13/1913; v.m. coppleson (1962), p.249"
20-Sep,1911,Unprovoked,usa,"the sun, 7/13/1913; washington post, 9/21/1911; v.m. coppleson (1962) p.249"
17-Sep,1911,Unprovoked,usa,"sun, 7/13/1913; v.m. coppleson (1962), p.249"
Unknown,1911,Unprovoked,spain,c. moore. gsaf
Unknown,1911,Provoked,usa,"washington post, 7/16/1911"
09-May,1911,Unprovoked,south africa,"cape mercantile advertiser, 5/16/1911; m. levine, gsaf"
Unknown,1911,Provoked,usa,"daily advocate, 5/1/1911"
01-May,1911,Unprovoked,south africa,"cape mercantile advertiser, 5/2/1911, m. levine, gsaf"
Unknown,1911,Watercraft,new zealand,"grey river argus, 4/8/1911"
Unknown,1911,Unprovoked,australia,"northern star, 3/29/1911"
04-Jan,1911,Sea Disaster,australia,"washington post, 1/26/1913"
Unknown,1911,Unprovoked,usa,d.g. mccomb
Unknown,1911,Unprovoked,new zealand,h.c. chapman
Unknown,1910,Invalid,croatia,c. moore. gsaf
Unknown,1910,Sea Disaster,australia,"iowa city citizen, 12/23/1910"
28-Nov,1910,Provoked,unknown,"ny times, 11/30/1910"
24-Nov,1910,Unprovoked,australia,"the advertiser, 11/25/1910"
Unknown,1910,Unprovoked,mexico,"indiana evening gazette, 9/25/1910"
Unknown,1910,Sea Disaster,mozambique,d. davies
Unknown,1910,Invalid,usa,"atlanta constitution, 5/17/1910, p.5"
31-Mar,1910,Unprovoked,panama,"the ogden standard, 4/13/1910"
08-Mar,1910,Unprovoked,new zealand,"poverty bay herald, 3/9/1910"
Unknown,1910,Invalid,usa,"the sun, 4/3/1910; authenticity questioned by g.h. balazs in j. borg, p.70"
Unknown,1910,Unprovoked,australia,"western mail, 2/26/1910"
26-Jan,1910,Unprovoked,australia,"v.m. coppleson (1962), p.245"
Unknown,1910,Invalid,usa,"c.h. townsend; authenticity questioned by g.h. balazs in j. borg, p.70"
Unknown,1910,Unprovoked,philippines,"v.m. coppleson (1958), p.264"
Unknown,1909,Unprovoked,usa,"washington post, 12/26/1909"
Unknown,1909,Unprovoked,australia,"star, 12/15/1909"
05-Dec,1909,Provoked,australia,"the advertiser, 12/9/1909"
14-Nov,1909,Sea Disaster,indonesia,"the sun, 7/13/1913"
Unknown,1909,Provoked,usa,"gettysburg times, 9/4/1909"
13-Aug,1909,Unprovoked,usa,"laurel ledger, 8/19/1909"
24-Jul,1909,Unprovoked,usa,"ny times, 7/25/1909"
