Date,Year,Type,Country,Source
28-Mar,1964,Sea Disaster,papua new guinea,"daily mirror (sydney), 3/311964; saf case 1333"
05-Mar,1964,Unprovoked,usa,"sun sentinel, 3/6/1964"
Unknown,1964,Unprovoked,senegal,unknown
Unknown,1964,Provoked,fiji,"fiji times, 2/17/1964"
14-Feb,1964,Unprovoked,new caledonia,"sydney daily telegraph, 2/15/1964"
14-Feb,1964,Unprovoked,fiji,fiji times; l. schultz
11-Feb,1964,Unprovoked,new zealand,"r.d.weeks, gsaf; otago daily times, 2/13/1964, p.5"
10-Feb,1964,Unprovoked,new zealand,"r.d. weeks, gsaf; otago daily times, 2/11/1964, p1; wellington evening post, 2/17/1960"
08-Feb,1964,Unprovoked,south africa,"d. davies; m. levine, gsaf"
05-Feb,1964,Unprovoked,new zealand,"r.d. weeks, gsaf"
05-Feb,1964,Unprovoked,new zealand,"r.d. weeks, gsaf; otago daily times, 2/6/1964 & 2/7/1964"
02-Feb,1964,Invalid,australia,h.d.baldridge (1994) saf case #1336
01-Feb,1964,Watercraft,new zealand,"new zealand herald, 2/2/1964;  saf case #1335"
Unknown,1964,Unprovoked,usa,"h.d.baldridge, saf case #1487"
Unknown,1964,Unprovoked,costa rica,"e. vargas, m.d."
27-Jan,1964,Unprovoked,fiji,"long beach independent, 1/281964"
23-Jan,1964,Unprovoked,south africa,"d. davies, daily dispatch (east london), 1/24/1964 m. levine, gsaf"
22-Jan,1964,Unprovoked,south africa,"d. davies; daily dispatch (east london), 1/23/1964, m. levine, gsaf"
21-Jan,1964,Watercraft,south africa,gsaf
18-Jan,1964,Unprovoked,australia,"g.p. whitley, citing sydney morning herald, 1/21/1964"
11-Jan,1964,Unprovoked,usa,"r. collier, p.261-264; d. miller & r. collier; r. collier, pp.26-40"
Unknown,1964,Unprovoked,papua new guinea,"oldham evening chronicle, 1/6/1964"
04-Jan,1964,Unprovoked,fiji,saf case #1250
01-Jan,1964,Unprovoked,australia,"t. peake, gsaf"
01-Jan,1964,Unprovoked,south africa,"the argus, 1/3/1964"
Unknown,1964,Invalid,new zealand,"h.d.baldridge (1994) isaf case #1484, note: unable to verify in local records."
29-Dec,1963,Unprovoked,south africa,"b. strauss, d. davies, 121-122; daily dispatch, 4/24/1964; m.  levine, gsaf"
26-Dec,1963,Unprovoked,south africa,"d.  davies, pp.120-121; m. levine, gsaf"
26-Dec,1963,Unprovoked,australia,"maryborough chronicle  (qld), 12/28/1963"
25-Dec,1963,Unprovoked,south africa,"g.v. wienand, m. levine, gsaf"
22-Dec,1963,Invalid,atlantic ocean,bath coronor report nlsc 20/64; saf case #1324
22-Dec,1963,Provoked,south africa,"m. levine, gsaf"
21-Dec,1963,Provoked,australia,"daily examiner (grafton, nsw), 12/23/1963; j. green, p.30"
20-Dec,1963,Unprovoked,south africa,"d. davies; m. levine, gsaf"
20-Dec,1963,Unprovoked,south africa,"g.d. campbell; d. davies, pp.119-120"
08-Dec,1963,Unprovoked,australia,"h. edwards, pp.65-66: h.d. baldridge, pp.18-19; j. west;"
04-Dec,1963,Unprovoked,new britain,"times courier (lae, png), 12/4/1963; oldham evening chronicle 1/6/1964"
30-Nov,1963,Unprovoked,new zealand,"c. dudley, r.d. weeks, gsaf; h.d. baldridge, saf case #1467; otago daily times, 12/2/1963, p.7"
30-Nov,1963,Provoked,papua new guinea,"m. malin; the sun (melbourne), 12/2/1963"
28-Nov,1963,Unprovoked,fiji,capt. s. b. brown
25-Nov,1963,Unprovoked,fiji,gsaf
Unknown,1963,Unprovoked,italy,"c. moore, gsaf"
14-Nov,1963,Provoked,australia,"miner (wa) & warwick daily news (qld), 11/15/1963"
12-Nov,1963,Provoked,usa,d.r. nelson
Unknown,1963,Unprovoked,papua new guinea,h.d. baldridge (1994) saf case #1478
04-Nov,1963,Unprovoked,palau,"r. yalap, m.d.; h.d. baldridge, p..104"
16-Oct,1963,Unprovoked,usa,"h.d. baldridge, p.109"
15-Oct,1963,Provoked,unknown,"j.l. holland; the honolulu advertiser, 10/19/1963; saf cse #1209"
29-Sep,1963,Unprovoked,chile,j. mccosker & a.c. engana
26-Sep,1963,Invalid,usa,"washington post, 9/27/1963; saf case #1221"
22-Sep,1963,Unprovoked,solomon islands,"m.l. aylett, fisheries officer; h.d. baldridge, p.148"
13-Sep,1963,Provoked,australia,"p. barron; goulburn evening post; j. green, p.35"
10-Sep,1963,Provoked,usa,"h.d. baldridge, p.166; saf case #1284"
Unknown,1963,Unprovoked,dominican republic,"a. gigante, jr; h.d. baldridge; m. mcdiarmid, p.72"
28-Jul,1963,Unprovoked,federated states of micronesia,"k. aniol, medical officer"
15-Jul,1963,Unprovoked,usa,"orlando sentinel, 7/16/1963"
11-Jul,1963,Provoked,usa,"gulfport herald, 7/12/1963; saf case #1218"
Unknown,1963,Sea Disaster,jamaica,"the blade (toledo, oh), 7/10/1963"
Unknown,1963,Unprovoked,panama,h. loftin
01-Jun,1963,Unprovoked,greece,a. de maddalena
01-Jun,1963,Provoked,papua new guinea,"pacific post (port moresby), 6/4/1963"
18-May,1963,Invalid,usa,"san mateo times, 5/22/1963"
14-May,1963,Sea Disaster,philippines,"advertiser (adelaide), 5/21/1963"
22-Apr,1963,Provoked,australia,h.d. baldridge (1994) saf case #1472
20-Apr,1963,Unprovoked,usa,"g.w. kirby, jr.;  ny times, 1/22/1963"
17-Apr,1963,Unprovoked,south africa,"d. davies, p.118-119; m. levine, gsaf"
13-Apr,1963,Unprovoked,australia,"g.p. whitley; nsw newspapers of 4/14&15/1963; h.d. baldridge, p. 142"
12-Apr,1963,Unprovoked,usa,"l. taylor (1993), pp.102-103"
08-Apr,1963,Invalid,usa,"j. borg, p.73; l. taylor (1993), pp.102-103"
30-Mar,1963,Sea Disaster,solomon islands,"sydney morning herald, 4/6/1963"
27-Feb,1963,Unprovoked,papua new guinea,"times-courier (lae), 3/6/1963"
24-Feb,1963,Unprovoked,australia,"r. funnell in australian skindiver magazine, june/july 1963, p.8; j. green, p.35"
08-Feb,1963,Unprovoked,fiji,"s. brown, p. helfrich"
06-Feb,1963,Unprovoked,mauritius,"l'express, 5/2/2007"
04-Feb,1963,Invalid,usa,"ny journal of commerce, 3/29/1963;wikipedia"
30-Jan,1963,Unprovoked,fiji,"h.d. baldridge, saf case #1477"
28-Jan,1963,Unprovoked,australia,"dr. p.r. coyne; a. sharpe, pp.7-12; a. maccormick, pp.15-18; h. edwards, pp.102 & 108"
26-Jan,1963,Invalid,australia,"sydney morning herald, 1/29/1963"
22-Jan,1963,Watercraft,south africa,"scarborough evening news (yorks, england), 1/22/1963"
14-Jan,1963,Provoked,new zealand,"r.d. weeks, gsaf; otago daily times, 1/15/1963, p.1"
12-Jan,1963,Provoked,south africa,gsaf
11-Jan,1963,Unprovoked,south africa,"d. davies, d'aubrey; b. blackmore; m. levine, gsaf"
06-Jan,1963,Unprovoked,south africa,"d. davies, p.117-118; c. passmore, m. levine, gsaf"
04-Jan,1963,Provoked,australia,saf case #1184
Unknown,1963,Watercraft,mozambique,"d. davies, p.185; gsaf"
Unknown,1963,Unprovoked,fiji,"s. brown, p. helfrich"
Unknown,1963,Unprovoked,seychelles,v.c. harvey-grain
30-Dec,1962,Provoked,south africa,d. davies
09-Dec,1962,Unprovoked,australia,"h. edwards, p.63; h.d. baldridge, p.197; a. maccormick, pp.91-93; a. sharpe, p.124; j. west"
Unknown,1962,Watercraft,south africa,t. wallet; gsaf
29-Nov,1962,Unprovoked,australia,"h.d. baldridge, p.183; saf #1130"
25-Nov,1962,Invalid,australia,"h.d. baldridge, p.162; saf case #1124"
11-Nov,1962,Unprovoked,usa,"d. miller & r. collier; r. collier, pp.35-36; h.d. baldridge, pp.73 & 78"
10-Nov,1962,Watercraft,australia,"sydney sunday mirror, 11/11/1962"
Unknown,1962,Sea Disaster,unknown,press clippings
28-Oct,1962,Unprovoked,south africa,"d. davies; m. levine, gsaf"
25-Oct,1962,Unprovoked,mexico,c.g. robles
15-Oct,1962,Unprovoked,admiralty islands,saf case #1116
14-Oct,1962,Watercraft,australia,"strand (london), 10/15/1962"
06-Oct,1962,Invalid,usa,"long beach independent, 10/9/1962; h.d. baldridge, p147; saf case #1080"
Unknown,1962,Unprovoked,panama,j. hardie; d. de sylva
30-Sep,1962,Unprovoked,british west indies,"h.d. baldridge, p.197"
22-Sep,1962,Unprovoked,mexico,c.g. robles
13-Sep,1962,Unprovoked,unknown,"daily express (london), et. al, 9/22/1962"
02-Sep,1962,Unprovoked,italy,"a. de maddalena & c. moore, gsaf; carletti (1973), gianturco (1978), marini (1989), gilioli (1989), giudici & fino (1989); e. tortonese; h.d. baldridge, p.183. note: a.resciniti, p.104 lists date as 22-sep-1962"
Unknown,1962,Provoked,israel,"c. moore, gsaf"
30-Aug,1962,Watercraft,turkey,"c.moore, gsaf"
30-Aug,1962,Provoked,papua new guinea,saf case #1192
29-Aug,1962,Provoked,usa,"saf case #1059; d. miller & r. collier; r. collier, p. xxv; h.d. baldridge, p.164"
26-Aug,1962,Watercraft,usa,"new york post, 8/27/1962; saf case #1061"
23-Aug,1962,Watercraft,south africa,gsaf
19-Aug,1962,Unprovoked,usa,"j. a. hockaday, m.d."
12-Aug,1962,Unprovoked,usa,"l. schultz & m. malin, p.514, et.al."
01-Aug,1962,Unprovoked,papua new guinea,p.m. moodie
Unknown,1962,Unprovoked,italy,"a. de maddalena; carletti (1973), giudici & fino (1989)"
Unknown,1962,Unprovoked,senegal,s. trape
28-Jul,1962,Unprovoked,usa,r. stein
20-Jul,1962,Provoked,madagascar,j. d'aubrey
19-Jul,1962,Provoked,usa,"r. zarkas; san diego union, 7/30/1962"
10-Jul,1962,Unprovoked,usa,l.h. hancock
07-Jul,1962,Unprovoked,usa,"j. m. hicks, m.d.; washington star, 7/14/1962"
Unknown,1962,Invalid,greece,"c. moore, gsaf"
25-Jun,1962,Invalid,usa,saf case #1106
21-Jun,1962,Watercraft,south africa,"m. levine, gsaf"
17-Jun,1962,Unprovoked,usa,"d. reed; hobart gazette, 6/28/ 1962 s"
11-Jun,1962,Unprovoked,usa,"san francisco chronicle, 5/3/1986"
11-Jun,1962,Unprovoked,usa,"san francisco chronicle, 5/3/1986"
11-Jun,1962,Unprovoked,usa,"san francisco chronicle, 5/3/1986"
10-Jun,1962,Unprovoked,papua new guinea,"l. malcolmson, fisheries officer"
10-Jun,1962,Unprovoked,usa,"f. glenn; dr. h.c. yeatman; d. e. gatch, m.d."
07-Jun,1962,Watercraft,australia,"west australian (perth), 6/8/1962"
04-Jun,1962,Provoked,usa,"san francisco chronicle, 6/5/1962; h.d. baldridge, p.183"
03-Jun,1962,Unprovoked,usa,"m. vorenberg, gsaf; palm beach post, 6/4/1962"
29-May,1962,Unprovoked,usa,"m. vorenberg, gsaf"
12-May,1962,Sea Disaster,usa,"enquirer & news (battle creek, mi), 5/14/1962; l. schultz & m. malin, p.562"
Unknown,1962,Watercraft,fiji,"yorkshire evening news, 5/5/1962"
20-Apr,1962,Provoked,australia,"sydney daily telegraph, 4/21/1962"
09-Apr,1962,Unprovoked,mozambique,"m. levine, gsaf;p.h. jacques, m.d.;  d. davies, pp.126-127"
07-Apr,1962,Unprovoked,south africa,"d. davies, p.117; d. blane, m. levine, gsaf"
05-Apr,1962,Provoked,south africa,t. wallett
25-Mar,1962,Provoked,new zealand,"christchurch star, 3/26/1962"
25-Mar,1962,Watercraft,australia,sunday mirror (sydney)
24-Mar,1962,Unprovoked,papua new guinea,"south pacific post (port moresby) 3/4/1962; l. malcolmson, fisheries officer"
23-Feb,1962,Unprovoked,papua new guinea,"south pacific post, 2/27/1962; v.m. coppleson (1962), p.248"
18-Feb,1962,Provoked,new zealand,"saf case #1118; southland daily news 2/20/1962,"
15-Feb,1962,Unprovoked,australia,"brisbane courier mail, 2/16/1962"
07-Feb,1962,Unprovoked,south africa,"m. levine, j. d'aubrey, gsaf; d. davies, pp.114-116"
05-Feb,1962,Unprovoked,south africa,"m. nielsen, m. levine, gsaf; d. davies, p.115"
04-Feb,1962,Unprovoked,australia,"courier mail (brisbane), 2/5/1962"
02-Feb,1962,Watercraft,new zealand,saf case #1125
Unknown,1962,Unprovoked,solomon islands,"auckland herald, 2/26/1962"
27-Jan,1962,Unprovoked,new zealand,"r. weeks, gsaf; v.m. coppleson (1962), p.247; h. d. baldridge, p.16"
26-Jan,1962,Unprovoked,mozambique,d. davies
21-Jan,1962,Provoked,australia,"daily mirror (sydney) & sydney morning herald, 1/22/1962"
18-Jan,1962,Invalid,south africa,"d. davies, p.114; a. cowan, m. levine, gsaf"
16-Jan,1962,Provoked,new zealand,"the sun (australia), 1/17/1962"
15-Jan,1962,Unprovoked,new zealand,"v.m. coppleson (1962), p.254; h.d. baldridge, p.1432"
14-Jan,1962,Unprovoked,usa,"d. miller & r. collier; r. collier, pp.34-35; h.d. baldridge, p.74; clark, pp.98-99"
14-Jan,1962,Provoked,australia,"sydney daily telegraph, 1/15/1962"
14-Jan,1962,Unprovoked,australia,"the star (johannesburg), daily telegraph (sydney), sydney morning herald,  the examiner (launceston) 1/15/1962; v.m. coppleson (1962), p.246; r.d. weeks, gsaf"
11-Jan,1962,Watercraft,australia,"adelaide news, 1/12/1962"
11-Jan,1962,Unprovoked,papua new guinea,saf case #1193
11-Jan,1962,Unprovoked,new zealand,"r. d. weeks, gsaf; dr. c. foote; the evening post, 1/12/1962"
10-Jan,1962,Watercraft,australia,"adelaide news, 1/10/1962"
08-Jan,1962,Invalid,australia,"canberra times, 1/11/1962"
07-Jan,1962,Provoked,australia,"sydney daily telegraph, 1/8/1962"
07-Jan,1962,Unprovoked,australia,08-01-62
06-Jan,1962,Watercraft,south africa,t. wallett
02-Jan,1962,Provoked,australia,"sydney daily telegraph, 1/3/1962"
01-Jan,1962,Unprovoked,marshall islands,"l. r. fletcher, m.d."
Unknown,1962,Unprovoked,spain,"c. moore, gsaf"
Unknown,1962,Unprovoked,indonesia,"djakarta daily mail, 7/20/1962"
Unknown,1962,Unprovoked,australia,"f. dennis, p.76"
28-Dec,1961,Unprovoked,australia,"v.m. coppleson (1962), p.246; a. maccormick, pp.19-21; a. sharpe, p.101"
28-Dec,1961,Unprovoked,australia,"v.m. coppleson (1962), p.246; a. maccormick, pp.19-21; a. sharpe, p.101"
28-Dec,1961,Unprovoked,south africa,"d.  davies, pp.113-114; d. davies & j. d'aubrey; t. mcdonnell, m. levine, gsaf"
27-Dec,1961,Provoked,australia,"the west australia, 12/28/1961"
19-Dec,1961,Watercraft,australia,"adelaide advertiser, 12/20/1961"
18-Dec,1961,Unprovoked,mozambique,dr. c. d.  nacimento
18-Dec,1961,Unprovoked,australia,"natal daily news, 12/19/1961; sydney morning herald, 12/20/1961; v.m. coppleson (1962), p.246; h.d. baldridge, p.172; a. sharpe, pp.100-101"
13-Dec,1961,Unprovoked,australia,"brisbane courier mail, 12/14/1961; v.m. coppleson (1962), p.246"
14-Nov,1961,Invalid,mexico,"sydney daily telegraph, 11/19/1961; saf case #1018"
17-Oct,1961,Unprovoked,philippines,"newcastle morning herald, 10/28/1961"
09-Oct,1961,Invalid,usa,"h.d. baldridge, p.162"
Unknown,1961,Watercraft,vanuatu,"pacific islands monthly, october 1961"
Unknown,1961,Unprovoked,usa,"v.m. coppleson (1962), p.249"
26-Sep,1961,Provoked,usa,h.d.baldridge (1994) saf case #923
24-Sep,1961,Unprovoked,croatia,"the mid-ocean news, 9/28/1961; h.d. baldridge, p.15; a. de maddalena & c. moore, gsaf;; anon. (1961), giudici & fino (1989), fergusson (1996)"
24-Sep,1961,Provoked,tanzania,mombasa times 9/25/1961
23-Sep,1961,Unprovoked,unknown,"e.l.de wilton; v.m. coppleson (1962), p.246; h.d. baldridge, p.102"
07-Sep,1961,Unprovoked,persian gulf,"underseas, ltd (london)"
Unknown,1961,Provoked,italy,"c. moore, gsaf"
06-Sep,1961,Invalid,australia,"canberra times, 9/8/1962"
20-Aug,1961,Unprovoked,usa,"l.a. times, 8/21/1961; d. miller & r. collier; r. collier, p.33; v.m. coppleson (1962), p.249; h.d. baldridge, p.72"
16-Aug,1961,Unprovoked,usa,c.o. adams
04-Aug,1961,Unprovoked,bermuda,"r. mcallister; h.d. baldridge, p.134"
02-Aug,1961,Unprovoked,usa,"k. kato; v.m. coppleson (1962), p.246"
01-Aug,1961,Provoked,papua new guinea,"a.m. rapson, p.147"
29-Jul,1961,Provoked,usa,b. junker
16-Jul,1971,Unprovoked,turkey,"c. moore, gsaf"
07-Jul,1961,Provoked,australia,"brisbane courier-mail, 7/10/1961; saf case #894"
Unknown,1961,Unprovoked,italy,"m. gregor; h.d. baldridge, p.135; a. de maddalena; ellis (1973), fergusson (1996), mojetta et al. (1997)"
Unknown,1961,Provoked,panama,"j. hardie, d. desylva"
24-Jun,1961,Unprovoked,usa,"d. mcgee, j. quillian, w. m. stephens; v.m. coppleson (1962), p.249; h.d. baldridge, p.183"
18-Jun,1961,Unprovoked,usa,"news tribune, 6/20/1961"
Unknown,1961,Watercraft,usa,"florida times-union, 6/6/1961"
02-Jun,1961,Unprovoked,new britain,"a.m. rapson, p.150"
01-Jun,1961,Provoked,papua new guinea,"j. mcdonough; a. m. rapson, p.147; papua and new guinea agricultural journal;"
21-May,1961,Unprovoked,usa,"d. miller & r. collier; r. collier, pp.32-33"
17-May,1961,Unprovoked,new britain,"a.m. rapson, p. 150]"
15-May,1961,Unprovoked,usa,"g.l. morris; post herald (birmingham, alabama) 5/18/1961; v.m. coppleson (1962), p.249"
07-May,1961,Provoked,australia,"the west australian (perth), 5/8/1961"
30-Apr,1961,Invalid,usa,h.d.baldridge (1994) saf case #942
25-Apr,1961,Provoked,australia,"kempsey macleay argus (n.s.w.), 4/27/1961"
21-Apr,1961,Unprovoked,mozambique,"d. davies, pp.125-126; m. levine,gsaf; star, 4/23/1961"
17-Apr,1961,Provoked,south africa,"g. ross, m. levine, gsaf"
16-Apr,1961,Unprovoked,usa,"w. m. stephens; h.d. baldridge, p.166; clark, p.102"
16-Apr,1961,Provoked,australia,"sydney morning herald, 4/17/1961; g. p. whitley; perth daily news, 4/19/1961;  v.m. coppleson (1962), p.252; h.d. baldridge, p.165"
14-Apr,1961,Unprovoked,australia,"g. p. whiltley citing sydney morning herald, 4/15/1961 & 4/17/1961"
09-Apr,1961,Unprovoked,mozambique,"d. davies, p.125; star, 4/14/1961"
08-Apr,1961,Sea Disaster,persian gulf,"v.m. coppleson (1962), p.260"
03-Apr,1961,Unprovoked,australia,"sydney morning herald, 4/4/1961 ; launceston examiner; h.d. baldridge, pp.133-134"
Unknown,1961,Provoked,australia,"perth daily news, 4/19/1961"
30-Mar,1961,Unprovoked,australia,"g.p. whitley citing sydney morning herald, 4/1/1961; v.m. coppleson (1962), p.252"
18-Mar,1961,Unprovoked,australia,"sun herald (sydney) 3/19/1961; sydney morning herald, 3/20/1961; v.m. coppleson (1962), p.246"
14-Mar,1961,Provoked,australia,"sydney daily telegraph, no date; l. schultz & m. malin, p.548"
12-Mar,1961,Unprovoked,australia,"v.m. coppleson (1962), pp.182 & 252; h. edwards, pp.61-63; h.d. baldridge, p.56; j. west, asaf"
09-Mar,1961,Unprovoked,unknown,"j.k. stewart; albert tester; v.m. coppleson (1962), p.254; h.d. baldridge, p.207"
07-Mar,1961,Provoked,south africa,"gsaf; d. davies, pp.112-113"
Unknown,1961,Unprovoked,fiji,a. bailey
17-Feb,1961,Provoked,usa,"the bee, 2/18/1961"
17-Feb,1961,Unprovoked,australia,"morning peninsular post (victoria, australia), 2/22/1961; v.m. coppleson (1962), p.246"
16-Feb,1961,Unprovoked,jamaica,"e. c. raney; v.m. coppleson (1962), p.247"
12-Feb,1961,Unprovoked,south africa,"c.d. benzoin, m. levine, gsaf; j. d'aubrey, ori"
01-Feb,1961,Unprovoked,south africa,"d. davies & j. d'aubrey;  d. davies, pp.122-124; m. levine, gsaf"
01-Feb,1961,Unprovoked,australia,"h.d. baldridge, p.134"
Unknown,1961,Invalid,usa,"r. collier, g.. helfman"
25-Jan,1961,Watercraft,south africa,"cape times, 1/27/1961; saf case #945"
22-Jan,1961,Unprovoked,south africa,"m. murphy, m. levine, gsaf; a.c. copley; g. d. campbell;  d. davies, pp.111-112"
15-Jan,1961,Provoked,australia,"mackay daily mercury (queensland), 1/16/196; h.d. baldridge, p.134"
06-Jan,1961,Unprovoked,south africa,"gsaf;  d. davies & j. d'aubrey; d. davies, pp.109-111"
06-Jan,1961,Sea Disaster,atlantic ocean,"c.r. wolf, m.d."
06-Jan,1961,Provoked,australia,"darwin northern territory news, 1/10/1961"
05-Jan,1961,Unprovoked,mozambique,"d. davies, p.124-125"
03-Jan,1961,Unprovoked,south africa,"cape times, 1/4/1961, m. levine, gsaf"
03-Jan,1961,Invalid,south africa,"d. davies; m. levine, gsaf"
Unknown,1961,Watercraft,australia,c. black. gsaf
Unknown,1961,Watercraft,australia,"brisbane courier mail, 12/30/1961"
01-Jan,1961,Unprovoked,columbia,v.m. coppleson (1962) p.246
Unknown,1961,Unprovoked,new caledonia,saf case #1109
Unknown,1961,Unprovoked,senegal,s.trape
Unknown,1961,Sea Disaster,usa,"f. dennis, p.20"
27-Dec,1960,Unprovoked,usa,"l. taylor (1993), pp.100-101"
27-Dec,1960,Unprovoked,australia,"baltimore sun, 12/28/1960; sydney morning herald 12/28/1960; v.m. coppleson (1962), p.246; j. green, p.35"
24-Dec,1960,Unprovoked,south africa,"d. davies & j. d'aubrey; d. davies, pp. 108-109; t. wallett; m. levine, gsaf"
20-Dec,1960,Unprovoked,australia,"sydney morning herald, 12/21/1960; v.m. coppleson (1962), p.246"
01-Dec,1960,Unprovoked,australia,"sunday mail, 3/27/1994, p.107"
27-Nov,1960,Unprovoked,australia,"daily mercury (mackay), 11/28/1960"
22-Nov,1960,Invalid,usa,"news-tribune (fort pierce, fl], 11/27/1960; saf case #803"
11-Nov,1960,Provoked,australia,"courier-mail (queensland), 11/12/1960; l. schultz & m. malin, p.547"
06-Nov,1960,Unprovoked,australia,"the west australian (perth), 11/7/1960;   v.m. coppleson (1962), p.252"
Unknown,1960,Watercraft,south africa,"d. davies; t. wallett, p.27-30"
Unknown,1960,Provoked,new guinea,"a.m. rapson, p.147"
Unknown,1960,Unprovoked,papua new guinea,"a. bleakley; a.m. rapson, p.150"
25-Oct,1960,Sea Disaster,usa,"us naval aviation safety center; l. schultz & m. malin, p.562"
24-Oct,1960,Watercraft,south africa,"d. davies, p.185; natal daily news, 10/25/1960; natal witness, 10/26/1960"
01-Oct,1960,Invalid,australia,"letter from l. schultz to g. p. whitley, dated 2/24/1961"
Unknown,1960,Unprovoked,papua new guinea,"a.m. rapson, p.149"
Unknown,1960,Sea Disaster,unknown,"v.m. coppleson (1962), p.260"
Unknown,1960,Invalid,usa,"miami herald, 10/18/1960"
Unknown,1960,Watercraft,south africa,t. wallett
Unknown,1960,Invalid,johnston island,r. mcallister; saf isaf case #958
24-Sep,1960,Provoked,usa,"news (lancaster, sc), 10/3/1960; h.d. baldridge, p.142"
22-Sep,1960,Sea Disaster,pacific ocean,"us naval aviation safety center; l. schultz & m. malin, p.562"
18-Sep,1960,Watercraft,australia,p.w. gilbert
02-Sep,1960,Invalid,marshall islands,e.s. hobson; saf isaf case #955
01-Sep,1960,Invalid,marshall islands,e.s. hobson; isaf case #954
